dataset,method,predicted,predicted*2,predicted/2,ground_truth,ad,ad*2,ad/2,min_ad,top_ad
Adiac,FFT,22,44,11.0,22.02099999999996,0.020999999999961716,21.97900000000004,11.020999999999962,0.020999999999961716,0.020999999999961716
ArrowHead,FFT,31,62,15.5,62.833999999999946,31.833999999999946,0.8339999999999463,47.333999999999946,0.8339999999999463,31.833999999999946
Beef,FFT,58,116,29.0,117.019,59.019000000000005,1.0190000000000055,88.019,1.0190000000000055,59.019000000000005
BirdChicken,FFT,42,84,21.0,129.56650000000008,87.56650000000008,45.566500000000076,108.56650000000008,45.566500000000076,87.56650000000008
CBF,FFT,32,64,16.0,31.999999999999982,1.7763568394002505e-14,32.000000000000014,15.999999999999982,1.7763568394002505e-14,1.7763568394002505e-14
Car,FFT,18,36,9.0,36.00199999999995,18.001999999999953,0.0019999999999527063,27.001999999999953,0.0019999999999527063,18.001999999999953
Chinatown,FFT,24,48,12.0,24.002999999999982,0.00299999999998235,23.997000000000018,12.002999999999982,0.00299999999998235,0.00299999999998235
ChlorineConcentration,FFT,20,40,10.0,83.0,63.0,43.0,73.0,43.0,63.0
CinCECGTorso,FFT,199,398,99.5,205.0,6.0,193.0,105.5,6.0,6.0
Coffee,FFT,35,70,17.5,36.0,1.0,34.0,18.5,1.0,1.0
CricketX,FFT,18,36,9.0,21.0,3.0,15.0,12.0,3.0,3.0
CricketY,FFT,18,36,9.0,19.0,1.0,17.0,10.0,1.0,1.0
CricketZ,FFT,18,36,9.0,37.00049999999999,19.000499999999988,1.0004999999999882,28.000499999999988,1.0004999999999882,19.000499999999988
Crop,FFT,22,44,11.0,23.01600000000053,1.0160000000005311,20.98399999999947,12.016000000000531,1.0160000000005311,1.0160000000005311
DiatomSizeReduction,FFT,43,86,21.5,43.0,0.0,43.0,21.5,0.0,0.0
DistalPhalanxOutlineAgeGroup,FFT,10,20,5.0,10.0,0.0,10.0,5.0,0.0,0.0
DistalPhalanxTW,FFT,20,40,10.0,20.0,0.0,20.0,10.0,0.0,0.0
DodgerLoopDay,FFT,288,576,144.0,288.928,0.9279999999999973,287.072,144.928,0.9279999999999973,0.9279999999999973
ECG200,FFT,23,46,11.5,24.000999999999976,1.0009999999999764,21.999000000000024,12.500999999999976,1.0009999999999764,1.0009999999999764
ECGFiveDays,FFT,17,34,8.5,34.0,17.0,0.0,25.5,0.0,17.0
EOGHorizontalSignal,FFT,80,160,40.0,78.00900000000001,1.9909999999999854,81.99099999999999,38.009000000000015,1.9909999999999854,1.9909999999999854
EOGVerticalSignal,FFT,77,154,38.5,78.0005000000001,1.0005000000001019,75.9994999999999,39.5005000000001,1.0005000000001019,1.0005000000001019
FaceAll,FFT,10,20,5.0,33.0,23.0,13.0,28.0,13.0,23.0
FaceFour,FFT,43,86,21.5,350.00549999999976,307.00549999999976,264.00549999999976,328.50549999999976,264.00549999999976,307.00549999999976
FacesUCR,FFT,10,20,5.0,65.0,55.0,45.0,60.0,45.0,55.0
FiftyWords,FFT,33,66,16.5,33.99800000000005,0.9980000000000473,32.00199999999995,17.498000000000047,0.9980000000000473,0.9980000000000473
Fish,FFT,28,56,14.0,57.99799999999959,29.997999999999593,1.9979999999995925,43.99799999999959,1.9979999999995925,29.997999999999593
FreezerRegularTrain,FFT,75,150,37.5,75.0034999999998,0.003499999999803549,74.9965000000002,37.5034999999998,0.003499999999803549,0.003499999999803549
GunPoint,FFT,37,74,18.5,37.50749999999999,0.5074999999999932,36.49250000000001,19.007499999999993,0.5074999999999932,0.5074999999999932
Ham,FFT,26,52,13.0,107.99699999999984,81.99699999999984,55.996999999999844,94.99699999999984,55.996999999999844,81.99699999999984
Haptics,FFT,68,136,34.0,68.00200000000041,0.0020000000004074536,67.99799999999959,34.00200000000041,0.0020000000004074536,0.0020000000004074536
Herring,FFT,64,128,32.0,128.00500000000005,64.00500000000005,0.005000000000052296,96.00500000000005,0.005000000000052296,64.00500000000005
InlineSkate,FFT,117,234,58.5,114.03599999999985,2.964000000000155,119.96400000000015,55.535999999999845,2.964000000000155,2.964000000000155
InsectWingbeatSound,FFT,16,32,8.0,15.519499999999994,0.48050000000000637,16.480500000000006,7.519499999999994,0.48050000000000637,0.48050000000000637
ItalyPowerDemand,FFT,24,48,12.0,23.99700000000007,0.0029999999999290594,24.00299999999993,11.997000000000071,0.0029999999999290594,0.0029999999999290594
LargeKitchenAppliances,FFT,22,44,11.0,28.45149999999967,6.451499999999669,15.548500000000331,17.45149999999967,6.451499999999669,6.451499999999669
Lightning2,FFT,19,38,9.5,19.98599999999999,0.98599999999999,18.01400000000001,10.48599999999999,0.98599999999999,0.98599999999999
Lightning7,FFT,159,318,79.5,159.00599999999986,0.005999999999858119,158.99400000000014,79.50599999999986,0.005999999999858119,0.005999999999858119
Mallat,FFT,42,84,21.0,128.00099999999998,86.00099999999998,44.000999999999976,107.00099999999998,44.000999999999976,86.00099999999998
Meat,FFT,27,54,13.5,56.0,29.0,2.0,42.5,2.0,29.0
MedicalImages,FFT,49,98,24.5,49.01599999999985,0.015999999999849024,48.98400000000015,24.51599999999985,0.015999999999849024,0.015999999999849024
MelbournePedestrian,FFT,11,22,5.5,12.000999999999747,1.0009999999997472,9.999000000000253,6.500999999999747,1.0009999999997472,1.0009999999997472
MiddlePhalanxOutlineAgeGroup,FFT,39,78,19.5,40.0,1.0,38.0,20.5,1.0,1.0
MiddlePhalanxOutlineCorrect,FFT,20,40,10.0,20.0,0.0,20.0,10.0,0.0,0.0
MiddlePhalanxTW,FFT,80,160,40.0,80.0010000000002,0.0010000000002037268,79.9989999999998,40.001000000000204,0.0010000000002037268,0.0010000000002037268
MoteStrain,FFT,83,166,41.5,85.18099999999998,2.180999999999983,80.81900000000002,43.68099999999998,2.180999999999983,2.180999999999983
NonInvasiveFetalECGThorax1,FFT,46,92,23.0,47.0,1.0,45.0,24.0,1.0,1.0
NonInvasiveFetalECGThorax2,FFT,46,92,23.0,47.0,1.0,45.0,24.0,1.0,1.0
OSULeaf,FFT,13,26,6.5,56.0,43.0,30.0,49.5,30.0,43.0
OliveOil,FFT,285,570,142.5,285.00049999999965,0.0004999999996471161,284.99950000000035,142.50049999999965,0.0004999999996471161,0.0004999999996471161
Plane,FFT,18,36,9.0,36.0,18.0,0.0,27.0,0.0,18.0
ProximalPhalanxOutlineAgeGroup,FFT,10,20,5.0,10.0,0.0,10.0,5.0,0.0,0.0
ProximalPhalanxOutlineCorrect,FFT,10,20,5.0,10.0,0.0,10.0,5.0,0.0,0.0
ProximalPhalanxTW,FFT,20,40,10.0,20.0,0.0,20.0,10.0,0.0,0.0
ShapeletSim,FFT,11,22,5.5,33.0,22.0,11.0,27.5,11.0,22.0
ShapesAll,FFT,64,128,32.0,127.00700000000006,63.00700000000006,0.9929999999999382,95.00700000000006,0.9929999999999382,63.00700000000006
SonyAIBORobotSurface1,FFT,35,70,17.5,37.99899999999991,2.99899999999991,32.00100000000009,20.49899999999991,2.99899999999991,2.99899999999991
SonyAIBORobotSurface2,FFT,13,26,6.5,63.756500000000074,50.756500000000074,37.756500000000074,57.256500000000074,37.756500000000074,50.756500000000074
Strawberry,FFT,14,28,7.0,14.996999999999986,0.9969999999999857,13.003000000000014,7.996999999999986,0.9969999999999857,0.9969999999999857
SwedishLeaf,FFT,16,32,8.0,32.0,16.0,0.0,24.0,0.0,16.0
Symbols,FFT,99,198,49.5,100.00149999999996,1.0014999999999645,97.99850000000004,50.501499999999965,1.0014999999999645,1.0014999999999645
SyntheticControl,FFT,15,30,7.5,15.000999999999976,0.0009999999999763531,14.999000000000024,7.500999999999976,0.0009999999999763531,0.0009999999999763531
ToeSegmentation1,FFT,26,52,13.0,76.0,50.0,24.0,63.0,24.0,50.0
ToeSegmentation2,FFT,33,66,16.5,35.00200000000001,2.0020000000000095,30.99799999999999,18.50200000000001,2.0020000000000095,2.0020000000000095
Trace,FFT,68,136,34.0,69.0,1.0,67.0,35.0,1.0,1.0
TwoLeadECG,FFT,20,40,10.0,20.742500000000007,0.7425000000000068,19.257499999999993,10.742500000000007,0.7425000000000068,0.7425000000000068
UMD,FFT,138,276,69.0,149.49200000000002,11.492000000000019,126.50799999999998,80.49200000000002,11.492000000000019,11.492000000000019
UWaveGestureLibraryAll,FFT,14,28,7.0,20.998999999999796,6.998999999999796,7.001000000000204,13.998999999999796,6.998999999999796,6.998999999999796
UWaveGestureLibraryX,FFT,10,20,5.0,10.99899999999991,0.99899999999991,9.00100000000009,5.99899999999991,0.99899999999991,0.99899999999991
UWaveGestureLibraryY,FFT,10,20,5.0,10.0,0.0,10.0,5.0,0.0,0.0
UWaveGestureLibraryZ,FFT,10,20,5.0,15.0,5.0,5.0,10.0,5.0,5.0
WordSynonyms,FFT,33,66,16.5,33.998999999999995,0.9989999999999952,32.001000000000005,17.498999999999995,0.9989999999999952,0.9989999999999952
Yoga,FFT,26,52,13.0,64.76299999999992,38.76299999999992,12.76299999999992,51.76299999999992,12.76299999999992,38.76299999999992
Adiac,ACF,22,44,11.0,22.02099999999996,0.020999999999961716,21.97900000000004,11.020999999999962,0.020999999999961716,11.020999999999962
ArrowHead,ACF,63,126,31.5,62.833999999999946,0.16600000000005366,63.166000000000054,31.333999999999946,0.16600000000005366,31.333999999999946
Beef,ACF,118,236,59.0,117.019,0.9809999999999945,118.981,58.019000000000005,0.9809999999999945,58.019000000000005
BirdChicken,ACF,255,510,127.5,129.56650000000008,125.43349999999992,380.4334999999999,2.066500000000076,2.066500000000076,2.066500000000076
CBF,ACF,32,64,16.0,31.999999999999982,1.7763568394002505e-14,32.000000000000014,15.999999999999982,1.7763568394002505e-14,15.999999999999982
Car,ACF,36,72,18.0,36.00199999999995,0.0019999999999527063,35.99800000000005,18.001999999999953,0.0019999999999527063,18.001999999999953
Chinatown,ACF,24,48,12.0,24.002999999999982,0.00299999999998235,23.997000000000018,12.002999999999982,0.00299999999998235,12.002999999999982
ChlorineConcentration,ACF,83,166,41.5,83.0,0.0,83.0,41.5,0.0,41.5
CinCECGTorso,ACF,825,1650,412.5,205.0,620.0,1445.0,207.5,207.5,207.5
Coffee,ACF,36,72,18.0,36.0,0.0,36.0,18.0,0.0,18.0
CricketX,ACF,19,38,9.5,21.0,2.0,17.0,11.5,2.0,11.5
CricketY,ACF,19,38,9.5,19.0,0.0,19.0,9.5,0.0,9.5
CricketZ,ACF,112,224,56.0,37.00049999999999,74.99950000000001,186.9995,18.999500000000012,18.999500000000012,18.999500000000012
Crop,ACF,46,92,23.0,23.01600000000053,22.98399999999947,68.98399999999947,0.016000000000531145,0.016000000000531145,0.016000000000531145
DiatomSizeReduction,ACF,43,86,21.5,43.0,0.0,43.0,21.5,0.0,21.5
DistalPhalanxOutlineAgeGroup,ACF,10,20,5.0,10.0,0.0,10.0,5.0,0.0,5.0
DistalPhalanxTW,ACF,20,40,10.0,20.0,0.0,20.0,10.0,0.0,10.0
DodgerLoopDay,ACF,13,26,6.5,288.928,275.928,262.928,282.428,262.928,282.428
ECG200,ACF,48,96,24.0,24.000999999999976,23.999000000000024,71.99900000000002,0.0009999999999763531,0.0009999999999763531,0.0009999999999763531
ECGFiveDays,ACF,68,136,34.0,34.0,34.0,102.0,0.0,0.0,0.0
EOGHorizontalSignal,ACF,78,156,39.0,78.00900000000001,0.009000000000014552,77.99099999999999,39.009000000000015,0.009000000000014552,39.009000000000015
EOGVerticalSignal,ACF,78,156,39.0,78.0005000000001,0.0005000000001018634,77.9994999999999,39.0005000000001,0.0005000000001018634,39.0005000000001
FaceAll,ACF,33,66,16.5,33.0,0.0,33.0,16.5,0.0,16.5
FaceFour,ACF,349,698,174.5,350.00549999999976,1.0054999999997563,347.99450000000024,175.50549999999976,1.0054999999997563,175.50549999999976
FacesUCR,ACF,262,524,131.0,65.0,197.0,459.0,66.0,66.0,66.0
FiftyWords,ACF,34,68,17.0,33.99800000000005,0.0019999999999527063,34.00199999999995,16.998000000000047,0.0019999999999527063,16.998000000000047
Fish,ACF,58,116,29.0,57.99799999999959,0.0020000000004074536,58.00200000000041,28.997999999999593,0.0020000000004074536,28.997999999999593
FreezerRegularTrain,ACF,75,150,37.5,75.0034999999998,0.003499999999803549,74.9965000000002,37.5034999999998,0.003499999999803549,37.5034999999998
GunPoint,ACF,37,74,18.5,37.50749999999999,0.5074999999999932,36.49250000000001,19.007499999999993,0.5074999999999932,19.007499999999993
Ham,ACF,108,216,54.0,107.99699999999984,0.003000000000156433,108.00300000000016,53.996999999999844,0.003000000000156433,53.996999999999844
Haptics,ACF,68,136,34.0,68.00200000000041,0.0020000000004074536,67.99799999999959,34.00200000000041,0.0020000000004074536,34.00200000000041
Herring,ACF,128,256,64.0,128.00500000000005,0.005000000000052296,127.99499999999995,64.00500000000005,0.005000000000052296,64.00500000000005
InlineSkate,ACF,235,470,117.5,114.03599999999985,120.96400000000015,355.96400000000017,3.464000000000155,3.464000000000155,3.464000000000155
InsectWingbeatSound,ACF,48,96,24.0,15.519499999999994,32.480500000000006,80.4805,8.480500000000006,8.480500000000006,8.480500000000006
ItalyPowerDemand,ACF,48,96,24.0,23.99700000000007,24.00299999999993,72.00299999999993,0.0029999999999290594,0.0029999999999290594,0.0029999999999290594
LargeKitchenAppliances,ACF,23,46,11.5,28.45149999999967,5.451499999999669,17.54850000000033,16.95149999999967,5.451499999999669,16.95149999999967
Lightning2,ACF,60,120,30.0,19.98599999999999,40.01400000000001,100.01400000000001,10.01400000000001,10.01400000000001,10.01400000000001
Lightning7,ACF,638,1276,319.0,159.00599999999986,478.99400000000014,1116.9940000000001,159.99400000000014,159.99400000000014,159.99400000000014
Mallat,ACF,128,256,64.0,128.00099999999998,0.0009999999999763531,127.99900000000002,64.00099999999998,0.0009999999999763531,64.00099999999998
Meat,ACF,56,112,28.0,56.0,0.0,56.0,28.0,0.0,28.0
MedicalImages,ACF,49,98,24.5,49.01599999999985,0.015999999999849024,48.98400000000015,24.51599999999985,0.015999999999849024,24.51599999999985
MelbournePedestrian,ACF,24,48,12.0,12.000999999999747,11.999000000000253,35.99900000000025,0.000999999999747203,0.000999999999747203,0.000999999999747203
MiddlePhalanxOutlineAgeGroup,ACF,40,80,20.0,40.0,0.0,40.0,20.0,0.0,20.0
MiddlePhalanxOutlineCorrect,ACF,20,40,10.0,20.0,0.0,20.0,10.0,0.0,10.0
MiddlePhalanxTW,ACF,80,160,40.0,80.0010000000002,0.0010000000002037268,79.9989999999998,40.001000000000204,0.0010000000002037268,40.001000000000204
MoteStrain,ACF,251,502,125.5,85.18099999999998,165.81900000000002,416.819,40.31900000000002,40.31900000000002,40.31900000000002
NonInvasiveFetalECGThorax1,ACF,47,94,23.5,47.0,0.0,47.0,23.5,0.0,23.5
NonInvasiveFetalECGThorax2,ACF,47,94,23.5,47.0,0.0,47.0,23.5,0.0,23.5
OSULeaf,ACF,53,106,26.5,56.0,3.0,50.0,29.5,3.0,29.5
OliveOil,ACF,285,570,142.5,285.00049999999965,0.0004999999996471161,284.99950000000035,142.50049999999965,0.0004999999996471161,142.50049999999965
Plane,ACF,36,72,18.0,36.0,0.0,36.0,18.0,0.0,18.0
ProximalPhalanxOutlineAgeGroup,ACF,10,20,5.0,10.0,0.0,10.0,5.0,0.0,5.0
ProximalPhalanxOutlineCorrect,ACF,10,20,5.0,10.0,0.0,10.0,5.0,0.0,5.0
ProximalPhalanxTW,ACF,20,40,10.0,20.0,0.0,20.0,10.0,0.0,10.0
ShapeletSim,ACF,641,1282,320.5,33.0,608.0,1249.0,287.5,287.5,287.5
ShapesAll,ACF,128,256,64.0,127.00700000000006,0.9929999999999382,128.99299999999994,63.00700000000006,0.9929999999999382,63.00700000000006
SonyAIBORobotSurface1,ACF,70,140,35.0,37.99899999999991,32.00100000000009,102.00100000000009,2.99899999999991,2.99899999999991,2.99899999999991
SonyAIBORobotSurface2,ACF,130,260,65.0,63.756500000000074,66.24349999999993,196.24349999999993,1.2434999999999263,1.2434999999999263,1.2434999999999263
Strawberry,ACF,44,88,22.0,14.996999999999986,29.003000000000014,73.00300000000001,7.003000000000014,7.003000000000014,7.003000000000014
SwedishLeaf,ACF,32,64,16.0,32.0,0.0,32.0,16.0,0.0,16.0
Symbols,ACF,100,200,50.0,100.00149999999996,0.0014999999999645297,99.99850000000004,50.001499999999965,0.0014999999999645297,50.001499999999965
SyntheticControl,ACF,15,30,7.5,15.000999999999976,0.0009999999999763531,14.999000000000024,7.500999999999976,0.0009999999999763531,7.500999999999976
ToeSegmentation1,ACF,22,44,11.0,76.0,54.0,32.0,65.0,32.0,65.0
ToeSegmentation2,ACF,68,136,34.0,35.00200000000001,32.99799999999999,100.99799999999999,1.0020000000000095,1.0020000000000095,1.0020000000000095
Trace,ACF,69,138,34.5,69.0,0.0,69.0,34.5,0.0,34.5
TwoLeadECG,ACF,41,82,20.5,20.742500000000007,20.257499999999993,61.25749999999999,0.24250000000000682,0.24250000000000682,0.24250000000000682
UMD,ACF,151,302,75.5,149.49200000000002,1.5079999999999814,152.50799999999998,73.99200000000002,1.5079999999999814,73.99200000000002
UWaveGestureLibraryAll,ACF,59,118,29.5,20.998999999999796,38.001000000000204,97.0010000000002,8.501000000000204,8.501000000000204,8.501000000000204
UWaveGestureLibraryX,ACF,10,20,5.0,10.99899999999991,0.99899999999991,9.00100000000009,5.99899999999991,0.99899999999991,5.99899999999991
UWaveGestureLibraryY,ACF,10,20,5.0,10.0,0.0,10.0,5.0,0.0,5.0
UWaveGestureLibraryZ,ACF,10,20,5.0,15.0,5.0,5.0,10.0,5.0,10.0
WordSynonyms,ACF,101,202,50.5,33.998999999999995,67.001,168.001,16.501000000000005,16.501000000000005,16.501000000000005
Yoga,ACF,107,214,53.5,64.76299999999992,42.23700000000008,149.23700000000008,11.26299999999992,11.26299999999992,11.26299999999992
Adiac,SuSS,22,44,11.0,22.02099999999996,0.020999999999961716,21.97900000000004,11.020999999999962,0.020999999999961716,0.020999999999961716
ArrowHead,SuSS,32,64,16.0,62.833999999999946,30.833999999999946,1.1660000000000537,46.833999999999946,1.1660000000000537,30.833999999999946
Beef,SuSS,66,132,33.0,117.019,51.019000000000005,14.980999999999995,84.019,14.980999999999995,51.019000000000005
BirdChicken,SuSS,48,96,24.0,129.56650000000008,81.56650000000008,33.566500000000076,105.56650000000008,33.566500000000076,81.56650000000008
CBF,SuSS,36,72,18.0,31.999999999999982,4.000000000000018,40.000000000000014,13.999999999999982,4.000000000000018,4.000000000000018
Car,SuSS,24,48,12.0,36.00199999999995,12.001999999999953,11.998000000000047,24.001999999999953,11.998000000000047,12.001999999999953
Chinatown,SuSS,24,48,12.0,24.002999999999982,0.00299999999998235,23.997000000000018,12.002999999999982,0.00299999999998235,0.00299999999998235
ChlorineConcentration,SuSS,36,72,18.0,83.0,47.0,11.0,65.0,11.0,47.0
CinCECGTorso,SuSS,106,212,53.0,205.0,99.0,7.0,152.0,7.0,99.0
Coffee,SuSS,30,60,15.0,36.0,6.0,24.0,21.0,6.0,6.0
CricketX,SuSS,42,84,21.0,21.0,21.0,63.0,0.0,0.0,21.0
CricketY,SuSS,34,68,17.0,19.0,15.0,49.0,2.0,2.0,15.0
CricketZ,SuSS,44,88,22.0,37.00049999999999,6.999500000000012,50.99950000000001,15.000499999999988,6.999500000000012,6.999500000000012
Crop,SuSS,52,104,26.0,23.01600000000053,28.98399999999947,80.98399999999947,2.983999999999469,2.983999999999469,28.98399999999947
DiatomSizeReduction,SuSS,34,68,17.0,43.0,9.0,25.0,26.0,9.0,9.0
DistalPhalanxOutlineAgeGroup,SuSS,20,40,10.0,10.0,10.0,30.0,0.0,0.0,10.0
DistalPhalanxTW,SuSS,20,40,10.0,20.0,0.0,20.0,10.0,0.0,0.0
DodgerLoopDay,SuSS,62,124,31.0,288.928,226.928,164.928,257.928,164.928,226.928
ECG200,SuSS,32,64,16.0,24.000999999999976,7.999000000000024,39.999000000000024,8.000999999999976,7.999000000000024,7.999000000000024
ECGFiveDays,SuSS,42,84,21.0,34.0,8.0,50.0,13.0,8.0,8.0
EOGHorizontalSignal,SuSS,80,160,40.0,78.00900000000001,1.9909999999999854,81.99099999999999,38.009000000000015,1.9909999999999854,1.9909999999999854
EOGVerticalSignal,SuSS,70,140,35.0,78.0005000000001,8.000500000000102,61.9994999999999,43.0005000000001,8.000500000000102,8.000500000000102
FaceAll,SuSS,40,80,20.0,33.0,7.0,47.0,13.0,7.0,7.0
FaceFour,SuSS,88,176,44.0,350.00549999999976,262.00549999999976,174.00549999999976,306.00549999999976,174.00549999999976,262.00549999999976
FacesUCR,SuSS,34,68,17.0,65.0,31.0,3.0,48.0,3.0,31.0
FiftyWords,SuSS,38,76,19.0,33.99800000000005,4.001999999999953,42.00199999999995,14.998000000000047,4.001999999999953,4.001999999999953
Fish,SuSS,30,60,15.0,57.99799999999959,27.997999999999593,2.0020000000004075,42.99799999999959,2.0020000000004075,27.997999999999593
